Drive,Total Size,Free Size
C:\Users\Joe\Documents\code\drive_scraper,476.31 GB,475.75 GB
File,Size,%
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\pens\__pycache__\cu2quPen.cpython-310.pyc,8.13 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\pens\__pycache__\filterPen.cpython-310.pyc,6.27 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\pens\__pycache__\hashPointPen.cpython-310.pyc,3.16 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\pens\__pycache__\momentsPen.cpython-310.pyc,10.03 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\pens\__pycache__\perimeterPen.cpython-310.pyc,2.75 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\pens\__pycache__\pointInsidePen.cpython-310.pyc,5.06 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\pens\__pycache__\pointPen.cpython-310.pyc,12.9 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\pens\__pycache__\qtPen.cpython-310.pyc,1.36 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\pens\__pycache__\quartzPen.cpython-310.pyc,1.88 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\pens\__pycache__\recordingPen.cpython-310.pyc,5.9 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\pens\__pycache__\reportLabPen.cpython-310.pyc,2.42 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\pens\__pycache__\reverseContourPen.cpython-310.pyc,2.17 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\pens\__pycache__\roundingPen.cpython-310.pyc,4.5 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\pens\__pycache__\statisticsPen.cpython-310.pyc,3.23 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\pens\__pycache__\svgPathPen.cpython-310.pyc,5.59 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\pens\__pycache__\t2CharStringPen.cpython-310.pyc,2.93 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\pens\__pycache__\teePen.cpython-310.pyc,1.97 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\pens\__pycache__\transformPen.cpython-310.pyc,4.57 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\pens\__pycache__\ttGlyphPen.cpython-310.pyc,9.79 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\pens\__pycache__\wxPen.cpython-310.pyc,1.42 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\pens\__pycache__\__init__.cpython-310.pyc,273.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\subset\cff.py,15.64 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\subset\svg.py,8.74 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\subset\util.py,754.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\subset\__init__.py,106.5 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\subset\__main__.py,95.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\subset\__pycache__\cff.cpython-310.pyc,13.13 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\subset\__pycache__\svg.cpython-310.pyc,6.1 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\subset\__pycache__\util.cpython-310.pyc,954.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\subset\__pycache__\__init__.cpython-310.pyc,97.74 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\subset\__pycache__\__main__.cpython-310.pyc,311.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\svgLib\path\arc.py,5.68 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\svgLib\path\parser.py,10.31 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\svgLib\path\shapes.py,5.21 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\svgLib\path\__init__.py,1.91 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\svgLib\path\__pycache__\arc.cpython-310.pyc,3.51 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\svgLib\path\__pycache__\parser.cpython-310.pyc,4.57 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\svgLib\path\__pycache__\shapes.cpython-310.pyc,6.25 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\svgLib\path\__pycache__\__init__.cpython-310.pyc,2.25 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\svgLib\__init__.py,75.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\svgLib\__pycache__\__init__.cpython-310.pyc,281.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\t1Lib\__init__.py,9.3 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\t1Lib\__pycache__\__init__.cpython-310.pyc,9.81 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\tfmLib.py,13.94 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\macUtils.py,1.5 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\removeOverlaps.py,7.91 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\sfnt.py,18.99 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\standardGlyphOrder.py,8.11 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\asciiTable.py,560.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\BitmapGlyphMetrics.py,1.5 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\B_A_S_E_.py,85.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\C_B_D_T_.py,2.96 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\C_B_L_C_.py,185.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\C_F_F_.py,1.23 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\C_F_F__2.py,426.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\C_O_L_R_.py,4.67 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\C_P_A_L_.py,9.25 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\DefaultTable.py,1.25 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\D_S_I_G_.py,4.46 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\D__e_b_g.py,433.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\E_B_D_T_.py,26.54 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\E_B_L_C_.py,24.56 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\F_F_T_M_.py,1.16 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\F__e_a_t.py,4.88 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\grUtils.py,2.17 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\G_D_E_F_.py,85.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\G_M_A_P_.py,3.64 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\G_P_K_G_.py,3.56 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\G_P_O_S_.py,85.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\G_S_U_B_.py,85.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\G__l_a_t.py,8.2 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\G__l_o_c.py,2.39 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\H_V_A_R_.py,85.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\J_S_T_F_.py,85.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\L_T_S_H_.py,1.58 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\M_A_T_H_.py,85.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\M_E_T_A_.py,9.14 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\M_V_A_R_.py,85.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\otBase.py,31.43 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\otConverters.py,57.05 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\otData.py,109.46 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\otTables.py,61.28 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\O_S_2f_2.py,22.65 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\sbixGlyph.py,4.32 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\sbixStrike.py,5.25 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\S_I_N_G_.py,2.6 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\S_T_A_T_.py,88.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\S_V_G_.py,4.54 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\S__i_l_f.py,32.51 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\S__i_l_l.py,2.98 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\table_API_readme.txt,2.68 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\ttProgram.py,26.53 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\TupleVariation.py,23.7 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\T_S_I_B_.py,82.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\T_S_I_C_.py,88.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\T_S_I_D_.py,82.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\T_S_I_J_.py,82.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\T_S_I_P_.py,82.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\T_S_I_S_.py,82.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\T_S_I_V_.py,577.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\T_S_I__0.py,1.77 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\T_S_I__1.py,5.19 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\T_S_I__2.py,416.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\T_S_I__3.py,421.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\T_S_I__5.py,1.26 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\T_T_F_A_.py,77.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\V_D_M_X_.py,8.0 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\V_O_R_G_.py,4.62 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\V_V_A_R_.py,85.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\_a_n_k_r.py,460.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\_a_v_a_r.py,4.43 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\_b_s_l_n.py,170.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\_c_i_d_g.py,751.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\_c_m_a_p.py,47.22 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\_c_v_a_r.py,3.22 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\_c_v_t.py,1.12 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\_f_e_a_t.py,538.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\_f_p_g_m.py,986.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\_f_v_a_r.py,8.06 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\_g_a_s_p.py,1.55 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\_g_c_i_d.py,170.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\_g_l_y_f.py,55.23 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\_g_v_a_r.py,7.63 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\_h_d_m_x.py,3.26 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\_h_e_a_d.py,3.87 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\_h_h_e_a.py,3.57 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\_h_m_t_x.py,4.51 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\_k_e_r_n.py,8.23 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\_l_c_a_r.py,85.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\_l_o_c_a.py,1.58 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\_l_t_a_g.py,1.88 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\_m_a_x_p.py,4.09 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\_m_e_t_a.py,3.53 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\_m_o_r_t.py,170.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\_m_o_r_x.py,170.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\_n_a_m_e.py,31.71 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\_o_p_b_d.py,170.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\_p_o_s_t.py,8.99 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\_p_r_e_p.py,111.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\_p_r_o_p.py,170.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\_s_b_i_x.py,3.79 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\_t_r_a_k.py,9.1 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\_v_h_e_a.py,3.3 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\_v_m_t_x.py,217.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\__init__.py,2.27 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\__pycache__\asciiTable.cpython-310.pyc,1.01 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\__pycache__\BitmapGlyphMetrics.cpython-310.pyc,1.89 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\__pycache__\B_A_S_E_.cpython-310.pyc,413.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\__pycache__\C_B_D_T_.cpython-310.pyc,3.2 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\__pycache__\C_B_L_C_.cpython-310.pyc,443.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\__pycache__\C_F_F_.cpython-310.pyc,2.09 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\__pycache__\C_F_F__2.cpython-310.pyc,916.0 B,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\__pycache__\C_O_L_R_.cpython-310.pyc,5.15 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\__pycache__\C_P_A_L_.cpython-310.pyc,8.99 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\__pycache__\DefaultTable.cpython-310.pyc,2.16 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\__pycache__\D_S_I_G_.cpython-310.pyc,4.32 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\__pycache__\D__e_b_g.cpython-310.pyc,1.08 KB,0.0 %
C:\Users\Joe\Documents\code\drive_scraper\drive_scraper\Lib\site-packages\fontTools\ttLib\tables\__pycache__\E_B_D_T_.cpython-310.pyc,19.68 KB,0.0 %
